factor,ret_1d,ret_5d,ret_20d,ret_60d,ret_120d,momentum_20_5,overnight_gap,intraday_return,ema20_distance,ema60_distance,ema20_60_spread,rsi14_centered,macd_hist_atr,breakout_position_60,trend_r2_20,realized_vol_5,realized_vol_20,vol_ratio_5_20,parkinson_vol_20,overnight_vol_20,downside_vol_20,volume_zscore_20,volume_trend_5_20,amihud_illiq_20,signed_volume_pressure_20,volume_cv_20,return_volume_corr_20,close_location_value,body_range_ratio,gap_followthrough_20,cs_rank_ret20,cs_rank_ret60,cs_rank_vol20,cs_rank_amihud20,return_autocorr_20,revenue_growth_yoy,gross_margin_change_yoy,operating_profitability,cashflow_to_assets,debt_to_assets,asset_growth_yoy
ret_1d,1.0,0.3828994386439035,0.20435643564356434,0.09486377096883672,0.07411341134113411,0.021542154215421543,0.2973126232015278,0.8666186618661866,0.36779319286408485,0.20256825682568258,0.018595915379367764,0.3122085872568555,0.17572157215721573,0.23179117911791178,0.015313531353135313,0.036016033798378866,0.015421542154215422,0.025394539453945396,0.010765205703814009,0.009144941929059848,-0.0663133810225121,0.019874225914733555,0.0014401483352850155,0.007512751275127513,0.19020881548495686,-0.004236436352963421,0.05088524118007055,0.6736140332421628,0.8065670764125004,-0.006732673267326733,0.20435643564356434,0.09486377096883672,0.015421542154215422,0.007512751275127513,-0.016573657365736575,-0.01147731918242816,-0.011493472705944016,0.0018511799421458413,0.006833941394913542,-0.004366733744280352,0.008009299563469966
ret_5d,0.3828994386439035,1.0,0.46305430543054305,0.2655145514551455,0.19865586558655868,-0.006276627662766277,0.12735377656217126,0.34828187303448993,0.7293009300930093,0.47872396381232907,0.14993099309930993,0.6404320432043205,0.6021482148214822,0.4637623762376238,0.04006120797506664,-0.014050711193568337,-0.0069726972697269725,-0.01293733254531039,-0.021278127812781277,-0.01104569168719047,-0.2111617496611654,0.0026430675362928676,0.03063906390639064,-0.013837383738373838,0.3445064506450645,-0.015763623653307232,0.1958115811581158,0.2708670867086709,0.321992199219922,0.005688568856885689,0.46305430543054305,0.2655145514551455,-0.0069726972697269725,-0.013837383738373838,-0.019273927392739275,0.0045272009324271445,0.00882361000776677,0.003708876118958767,0.01834924542286146,-0.00038422951528427525,0.015726949679435744
ret_20d,0.20435643564356434,0.46305430543054305,1.0,0.5648604860486048,0.3844344434443444,0.8467446744674467,0.06449873763938566,0.1743075224550665,0.8506090609060906,0.8106210621062107,0.5852815515759215,0.8586156111929307,0.4942947030017735,0.7287968796879688,0.2038095238095238,-0.045316531653165314,-0.04598859885988599,-0.007668766876687669,-0.032751275127512754,-0.044152415241524155,-0.43572757275727575,-0.03011101110111011,-0.033048855905998764,-0.012085208520852085,0.7031503150315032,-0.04838883888388839,0.4823042304230423,0.15696369636963697,0.17225726654298082,0.010405040504050405,1.0,0.5648604860486048,-0.04598859885988599,-0.012085208520852085,-0.0047284728472847285,0.032024406508519974,0.012039000998084037,0.005088386717756941,0.03946164906395722,-0.0018684819130060663,0.020385174221164808
ret_60d,0.09486377096883672,0.2655145514551455,0.5648604860486048,1.0,0.6592919291929193,0.4764956495649565,0.0213981398139814,0.08787278727872787,0.568952895289529,0.8555655565556556,0.9098109810981098,0.6412241224122412,-0.029053803339517625,0.7918511851185118,0.10432900432900433,-0.062418241824182416,-0.0709030903090309,-0.01596159615961596,-0.04862886288628863,-0.05857785778577858,-0.29273327332733273,-0.022478247824782478,-0.013943346785762102,-0.04444561329686514,0.403024302430243,-0.03701170117011701,0.28814881488148814,0.08808880888088809,0.08606060606060606,-0.006840684068406841,0.5648604860486048,1.0,-0.0709030903090309,-0.04444561329686514,-0.003276327632763276,0.06301098954308011,0.012398275470245296,0.025700556126243702,0.06548705292395134,-0.017894831857763024,0.033713335483769806
ret_120d,0.07411341134113411,0.19865586558655868,0.3844344434443444,0.6592919291929193,1.0,0.33343197245771283,0.02084043416864509,0.06768097114033204,0.3953015301530153,0.6565136513651365,0.7558955895589559,0.4564473713571652,-0.026953532087902667,0.549364759548966,0.051557155715571554,-0.0773276288022238,-0.07103510351035103,-0.013975397539753975,-0.04684068406840684,-0.06972697269726973,-0.23275127512751276,-0.023378337833783378,-0.012295229522952296,-0.0444626707568716,0.29069306930693073,-0.023642364236423644,0.1815772393565887,0.06882132411642174,0.07089119686094505,-0.00273027302730273,0.3844344434443444,0.6592919291929193,-0.07103510351035103,-0.0444626707568716,-0.008472847284728472,0.09166923240172303,0.05470185468316621,0.056637784765593585,0.11246828644108502,-0.05593715236625028,0.052404795291786405
momentum_20_5,0.021542154215421543,-0.006276627662766277,0.8467446744674467,0.4764956495649565,0.33343197245771283,1.0,-0.0007500772579609456,0.02045004500450045,0.5240321583178726,0.6246975594361456,0.5791419141914191,0.5864866486648664,0.2112091209120912,0.5612841284128413,0.1802940294029403,-0.03968796879687969,-0.033360509152114456,-0.004428442844284428,-0.024626462646264627,-0.03961596159615961,-0.3758295829582958,-0.03938793879387939,-0.03815181518151815,-0.008868886888688868,0.5984278427842784,-0.046228622862286226,0.4139093909390939,0.02609060906090609,0.014077407740774078,0.011173117311731174,0.8467446744674467,0.4764956495649565,-0.033360509152114456,-0.008868886888688868,-0.003768376837683768,0.027807036026402106,0.004809756935716741,0.012987290094852636,0.05187100922542641,0.006802372404824045,0.024618934377082114
overnight_gap,0.2973126232015278,0.12735377656217126,0.06449873763938566,0.0213981398139814,0.02084043416864509,-0.0007500772579609456,1.0,-0.10577575089522165,0.10305461462577024,0.06224477760418242,-0.007182739822234015,0.09823277030435006,0.044248557601632106,0.056861686168616865,0.0084008400840084,0.01666966696669667,0.0052266794706835,0.001524152415241524,0.009157025587525182,0.0077407740774077406,-0.015819243032043025,-0.0015781625507498296,0.004290441915536609,-0.012481397917465517,0.05795043245886714,-0.0004920551102077752,0.026078607860786078,-0.04196660482374768,-0.12460551230801599,0.0193999981999019,0.06449873763938566,0.0213981398139814,0.0052266794706835,-0.012481397917465517,-0.0012121357592923244,0.001993713371610598,0.014842029455243832,-0.00828062932842521,0.0027331796277771303,-0.002647253547516108,0.023356538123977057
intraday_return,0.8666186618661866,0.34828187303448993,0.1743075224550665,0.08787278727872787,0.06768097114033204,0.02045004500450045,-0.10577575089522165,1.0,0.32558251175210684,0.19899249622800702,0.023510421573527878,0.2800444058988032,0.15341134113411342,0.22306630663066307,0.006780678067806781,0.022046270765988113,0.002346241662901838,0.015913591359135913,0.004092409240924092,-0.0040684068406840685,-0.05987398739873987,0.02235230228723618,-0.004716471647164717,0.016033603360336032,0.1543719003064263,-0.00024002400240024003,0.037071707170717075,0.7408534322820037,0.9415386461833893,-0.012325232523252325,0.1743075224550665,0.08787278727872787,0.002346241662901838,0.016033603360336032,-0.002496249624962496,-0.01604617697473691,-0.021177487514406453,0.001955482834749278,0.0068430116036126915,-0.004293316514261693,-0.006258162821070962
ema20_distance,0.36779319286408485,0.7293009300930093,0.8506090609060906,0.568952895289529,0.3953015301530153,0.5240321583178726,0.10305461462577024,0.32558251175210684,1.0,0.8472967296729673,0.5307290729072908,0.9501950195019502,0.6399399939993999,0.782970297029703,0.1822982298229823,-0.04153615361536154,-0.03666366636663666,-0.004800480048004801,-0.03984398439843984,-0.0447044704470447,-0.385046504650465,-0.01881788178817882,-0.008172817281728173,-0.020174017401740175,0.6141734173417341,-0.04816326530612245,0.4067446744674467,0.2737113711371137,0.3103750375037504,0.01444944494449445,0.8506090609060906,0.568952895289529,-0.03666366636663666,-0.020174017401740175,-0.005136513651365137,0.028808501532105686,0.0019658927157889857,0.006941926924855742,0.04092651584809397,-0.00403250206502358,0.021103498566384712
ema60_distance,0.20256825682568258,0.47872396381232907,0.8106210621062107,0.8555655565556556,0.6565136513651365,0.6246975594361456,0.06224477760418242,0.19899249622800702,0.8472967296729673,1.0,0.8737593759375938,0.8881968196819682,0.2723192319231923,0.8983498349834983,0.17184518451845185,-0.07572757275727572,-0.08046804680468046,-0.010345034503450345,-0.04999699969997,-0.06231023102310231,-0.40754875487548753,-0.021314131413141313,-0.01966996699669967,-0.04402040204020402,0.5763816381638164,-0.04904890489048905,0.40379600762516815,0.1683048304830483,0.18358235823582358,-9.204712812960235e-05,0.8106210621062107,0.8555655565556556,-0.08046804680468046,-0.04402040204020402,-0.0037443744374437444,0.06251852831218598,0.017391463203714215,0.023783952944790368,0.06681475680365384,-0.018707414440878926,0.028308651246223806
